"","p_value"
"ecm1",1
"ecsit",0.899826400262037
"edc3",1
"edc4",0.919022388059701
"edem1",0.801561538461539
"edem2",1
"edem3",0.84403981042654
"edf1",1
"edrf1",0.715308163265306
"eea1",0.271627240143369
"eed",0.67586421173763
"eef1a1",1
"eef1b2",0.912785305630834
"eef1d",1
"eef1e1",0.9523248295024
"eef1g",0.84403981042654
"eef2",0
"eef2k",0.969433177570094
"eef2kmt",0.969433177570094
"eefsec",1
"eepd1",1
"efcab14",0.81100594530321
"efcab2",1
"efhd2",0.933704847007853
"efna1",0.366359116022099
"efna5",1
"efnb1",1
"efr3a",0.968400468933177
"eftud1",0.912785305630834
"eftud2",1
"egfr",1
"egln1",0.905831729276622
"egln2",1
"egln3",0.889766242937853
"egr1",1
"ehbp1",0.716366169154229
"ehd1",0.797588681849551
"ehd4",0.695641468682505
"ehhadh",1
"ehmt1",0.966955401860243
"ehmt2",1
"ei24",0.303621794871795
"eid1",0.271627240143369
"eid2b",0.57028093645485
"eif1",1
"eif1a",1
"eif1ad",1
"eif1ax",0.627350993377483
"eif1b",0.983742274542779
"eif2a",0.559170138888889
"eif2ak1",1
"eif2ak2",0.825427985648385
"eif2ak3",0.905831729276622
"eif2ak4",0.966955401860243
"eif2b1",0.728692307692308
"eif2b2",1
"eif2b3",0.96672705078125
"eif2b4",0.976816857206904
"eif2b5",0.878105302187616
"eif2d",1
"eif2s1",0.914556615017878
"eif2s2",1
"eif2s3x",0.995173895742141
"eif2s3y",0.735118165784832
"eif3a",1
"eif3b",0.955859939759036
"eif3c",1
"eif3d",0.443700234192037
"eif3e",1
"eif3f",0.829064147190453
"eif3g",1
"eif3h",1
"eif3i",1
"eif3j1",1
"eif3j2",1
"eif3k",1
"eif3l",0.965637833864249
"eif3m",1
"eif4a1",1
"eif4a2",1
"eif4a3",0.832688395061728
"eif4b",0.964066371681416
"eif4e",0.991896915584416
"eif4e2",1
"eif4ebp1",0.84421669793621
"eif4ebp2",0.871573152337858
"eif4enif1",0.966955401860243
"eif4g1",0.955859939759036
"eif4g2",0.769025830258303
"eif4g3",0.233901234567901
"eif4h",0.977939299955693
"eif5",0.900440349175558
"eif5a",1
"eif5b",1
"eif6",1
"elac1",0.825427985648385
"elac2",1
"elavl1",0.797588681849551
"elf1",0.981022653721683
"elf2",1
"elk1",1
"elk4",1
"ell",0.968400468933177
"ell2",1
"elmo2",1
"elmo3",0.899826400262037
"elmod2",0.853274158285964
"elmod3",0.997936012485369
"elmsan1",0.966955401860243
"elof1",1
"elovl1",0.779727075812274
"elovl2",0.990818293683347
"elovl3",0.177065420560748
"elovl5",0.5759584
"elovl6",0.741715744680851
"elp2",1
"elp3",0.532191011235955
"elp4",1
"elp5",0.848067374250115
"elp6",0.84421669793621
"emc1",0.769025830258303
"emc10",0.507830927835052
"emc2",1
"emc3",1
"emc4",1
"emc6",1
"emc7",0.871414334994251
"emc8",1
"emc9",1
"emd",0.303621794871795
"emg1",1
"eml3",0.683508455467869
"eml4",0.851505617977528
"emsy",0.711958246346555
"endog",1
"endov",0.695641468682505
"enho",0.716366169154229
"eno1",0.983742274542779
"eno1b",0.950660922453117
"enoph1",0.878105302187616
"enox2",1
"enpep",0.865250393700787
"enpp1",1
"enpp2",0.983524460585345
"enpp3",0.366359116022099
"enpp4",0.656544554455446
"enpp5",0.910976262933658
"ensa",0.532191011235955
"enthd2",0.919241748942172
"entpd2",1
"entpd5",0.983742274542779
"entpd6",0.942611617608752
"entpd7",0.988960953555281
"entpd8",1
"eny2",1
"eogt",0.916561651917404
"ep300",0.979175280404662
"ep400",1
"epas1",0.177065420560748
"epb41",1
"epb41l4aos",0.853274158285964
"epb41l4b",0.950435956200662
"epb41l5",0.896478507164279
"epc1",0.927244432224361
"epc2",0.881209302325581
"epg5",0.979751691032075
"epha1",1
"epha2",0.57028093645485
"ephb4",0.916561651917404
"ephx1",0.914556615017878
"ephx2",0.816548827059465
"epm2a",0.997936012485369
"epm2aip1",1
"epn1",0.614609308885755
"epn2",0.177065420560748
"eprs",0.973779981965735
"eps15",1
"eps15l1",1
"eps8l2",0.832688395061728
"ept1",0.703191940615058
"eral1",1
"erap1",0.754146222583266
"erbb2ip",0.799831134564644
"erbb3",0
"erc1",0.939594332196274
"erc2",0.882987889908257
"ercc2",1
"ercc3",1
"ercc4",1
"ercc5",0.861522340846184
"ercc6",1
"ercc6l2",0.968400468933177
"erdr1",0.878105302187616
"erf",1
"ergic1",0.901900289482149
"ergic2",0.715308163265306
"ergic3",0.86047068538398
"erh",1
"eri1",0.912785305630834
"eri2",1
"eri3",1
"erich1",1
"erlec1",1
"erlin1",1
"erlin2",0.861522340846184
"ermard",1
"ermp1",0.683508455467869
"ern1",0.825427985648385
"ero1l",1
"ero1lb",1
"erp29",0.801561538461539
"erp44",1
"errfi1",1
"esco1",0.857100387763895
"esd",1
"esf1",0.968400468933177
"esr1",1
"esrp2",0.991896915584416
"esrra",0.730062030075188
"esyt1",1
"esyt2",0.614609308885755
"etaa1",1
"etaa1os",1
"etf1",0.873120269763957
"etfa",1
"etfb",1
"etfdh",1
"ethe1",1
"etl4",1
"etnk1",0.977939299955693
"etnk2",1
"etnppl",1
"ets2",1
"etv3",0.829064147190453
"etv5",0.905831729276622
"etv6",0.983742274542779
"eva1a",1
"evi5",0.887463449254791
"ewsr1",0.995173895742141
"exd1",0.825427985648385
"exd2",1
"exo5",0.893741241762053
"exoc1",0.871414334994251
"exoc2",0.973779981965735
"exoc3",0.797588681849551
"exoc4",0.758446757405925
"exoc5",0.986729554486509
"exoc6",1
"exoc6b",1
"exoc7",1
"exoc8",1
"exosc1",1
"exosc10",0.968400468933177
"exosc2",1
"exosc3",0.683508455467869
"exosc4",1
"exosc5",1
"exosc7",0.769025830258303
"exosc8",1
"exosc9",0.861181818181818
"exph5",0.858992372881356
"ext1",0.837593464680442
"ext2",0.825020217729394
"extl1",0.177065420560748
"extl2",0.67586421173763
"extl3",1
"eya3",1
"ezh1",0.996369315935152
"ezh2",1
"f10",0
"f11",1
"f11r",0.900440349175558
"f12",0.303621794871795
"f13b",0
"f2",0
"f2r",0.413868932038835
"f3",0.861181818181818
"f5",0.909967980295566
"f7",1
"f830016b08rik",1
"f8a",1
"f9",1
"faah",0.844389972144847
"faap100",0.703191940615058
"faap20",0.801561538461539
"fabp1",1
"fabp2",1
"fabp4",0.997936012485369
"fabp5",1
"fadd",1
"fads1",0.769025830258303
"fads2",0.637252263906856
"fads6",1
"faf1",0.336319526627219
"faf2",1
"fah",1
"fahd1",0.991896915584416
"fahd2a",0.977939299955693
"faim",1
"fam102a",1
"fam103a1",1
"fam104a",1
"fam107b",0.559170138888889
"fam110a",0.81100594530321
"fam114a1",0.896478507164279
"fam114a2",1
"fam117b",0.769025830258303
"fam118b",0.923294346978557
"fam120a",0.798927710843373
"fam120aos",1
"fam120b",1
"fam122a",0.716366169154229
"fam124a",0.949237218813906
"fam126a",1
"fam126b",0.927244432224361
"fam131c",0.850251133272892
"fam133b",1
"fam134a",0.669469964664311
"fam134b",0.917894400928344
"fam134c",0.614609308885755
"fam135a",0.588385093167702
"fam136a",1
"fam13a",1
"fam13b",0.968400468933177
"fam149a",1
"fam149b",0.917894400928344
"fam151b",1
"fam160a1",0.977939299955693
"fam160a2",0.648342205323194
"fam160b1",0.965637833864249
"fam160b2",0.916561651917404
"fam161a",0.958633599202393
"fam162a",1
"fam168a",0.916561651917404
"fam168b",1
"fam169b",0.966955401860243
"fam172a",0.985033123689727
"fam173a",0.983742274542779
"fam173b",1
"fam174a",1
"fam175a",1
"fam175b",1
"fam178a",0.861522340846184
"fam179b",1
"fam185a",1
"fam187b",0.816548827059465
"fam188a",1
"fam192a",1
"fam193a",0.683508455467869
"fam193b",0.105843575418994
"fam195a",1
"fam195b",0.804702061211743
"fam198a",0.966955401860243
"fam199x",0.816168868466399
"fam204a",1
"fam207a",0.816168868466399
"fam208a",0.527324055666004
"fam208b",0.547176895306859
"fam20a",0.829064147190453
"fam20b",0.998703875968992
"fam20c",0
"fam21",0.825020217729394
"fam210a",0.271627240143369
"fam210b",0.87529955290611
"fam213a",1
"fam213b",1
"fam214a",0.927244432224361
"fam214b",0.816168868466399
"fam216a",0.994570459081836
"fam219b",1
"fam220a",0.748916736753574
"fam221b",1
"fam222a",0.910976262933658
"fam222b",0.905831729276622
"fam234a",0.784345467523198
"fam234b",0.997936012485369
"fam25c",1
"fam32a",1
"fam35a",1
"fam3a",1
"fam3c",0.910753827311696
"fam45a",1
"fam46a",1
"fam46c",1
"fam47e",1
"fam49b",1
"fam50a",0.683508455467869
"fam53a",1
"fam53b",1
"fam53c",0.532191011235955
"fam57a",0.991896915584416
"fam58b",1
"fam60a",1
"fam63a",1
"fam63b",1
"fam65a",1
"fam69a",0.663567632850242
"fam73b",0.336319526627219
"fam76a",1
"fam76b",1
"fam81a",0.916561651917404
"fam83h",0.905831729276622
"fam84b",0.769025830258303
"fam89a",0.909967980295566
"fam8a1",0.695641468682505
"fam92a",1
"fam96a",1
"fam96b",0.919022388059701
"fam98a",1
"fam98b",0.784345467523198
"fam98c",0.637252263906856
"fancc",1
"fance",1
"fancl",1
"fancm",0.769025830258303
"farp1",1
"farp2",1
"fars2",0.909967980295566
"farsa",1
"farsb",1
"fas",1
"fasn",0.57028093645485
"fastk",0.871573152337858
"fastkd1",1
"fastkd2",0.716366169154229
"fastkd3",1
"fastkd5",0.869894163424124
"fat1",0.973779981965735
"fau",1
"fbl",0.857100387763895
"fbp1",1
"fbrs",1
"fbrsl1",0.917894400928344
"fbxl12",1
"fbxl14",1
"fbxl15",1
"fbxl17",1
"fbxl18",1
"fbxl20",1
"fbxl3",1
"fbxl4",1
"fbxl5",0.991896915584416
"fbxl6",0.602827272727273
"fbxo11",0.916561651917404
"fbxo18",1
"fbxo21",1
"fbxo22",1
"fbxo25",1
"fbxo28",0.865250393700787
"fbxo3",0.817078167115903
"fbxo30",0.801561538461539
"fbxo31",1
"fbxo33",1
"fbxo34",1
"fbxo36",1
"fbxo38",1
"fbxo4",0.614609308885755
"fbxo42",0.413868932038835
"fbxo45",1
"fbxo46",0.903615287428932
"fbxo6",0.825020217729394
"fbxo7",0.931095845777899
"fbxo8",1
"fbxo9",0.835717886572952
"fbxw11",1
"fbxw2",0.905831729276622
"fbxw4",0.798927710843373
"fbxw5",1
"fbxw7",1
"fbxw8",1
"fbxw9",0.848974851394604
"fcer1g",1
"fcf1",1
"fcgr2b",1
"fcgrt",0.985033123689727
"fcho2",1
"fchsd2",0.96672705078125
"fcna",0.733393548387097
"fcor",1
"fdft1",0.929738276990185
"fdps",0.798927710843373
"fdx1",1
"fdx1l",1
"fdxacb1",0.896006854009596
"fdxr",0.669469964664311
"fech",0.829064147190453
"fem1a",1
"fem1b",0.938765765765766
"fem1c",0.741715744680851
"fen1",0.968400468933177
"fer",1
"fermt2",0.861181818181818
"fetub",0.177065420560748
"fez2",1
"fga",0.801561538461539
"fgb",0.484759061833689
"fgd4",1
"fgd6",0.816168868466399
"fgf1",0.870491891891892
"fgfr1op",1
"fgfr1op2",0.733393548387097
"fgfr2",1
"fgfr3",1
"fgfr4",1
"fgfrl1",0.848067374250115
"fgg",0.303621794871795
"fggy",1
"fgl1",0.98193247311828
"fh1",0.869894163424124
"fhit",0.977939299955693
"fibp",1
"ficd",0.968400468933177
"fig4",0.858992372881356
"fign",0.942611617608752
"fignl2",0.971701471941122
"fip1l1",0.966955401860243
"fis1",1
"fitm1",0.769025830258303
"fitm2",0.927244432224361
"fiz1",0.917894400928344
"fkbp11",1
"fkbp14",0.939594332196274
"fkbp15",1
"fkbp1a",0.799831134564644
"fkbp2",1
"fkbp3",1
"fkbp4",0.950435956200662
"fkbp5",0.861181818181818
"fkbp7",0.816548827059465
"fkbp8",0.768081081081081
"fkbp9",1
"fkbpl",0.945084957131723
"fkrp",0.84224569789675
"fktn",1
"flad1",0.861522340846184
"flcn",0.801883765003159
"flii",0.656544554455446
"flnb",1
"flot1",1
"flot2",1
"flt3l",0.900440349175558
"flywch1",1
"flywch2",0.735118165784832
"fmn1",1
"fmnl2",1
"fmo1",1
"fmo4",0.271627240143369
"fmo5",0.637252263906856
"fmr1",1
"fmr1nb",0.942611617608752
"fn1",1
"fn3k",0.968400468933177
"fn3krp",1
"fnbp1",0.950435956200662
"fnbp1l",1
"fnbp4",0.602827272727273
"fndc3a",0.893741241762053
"fndc3b",0.910976262933658
"fndc4",0.969433177570094
"fnip1",0.950435956200662
"fnip2",0.703191940615058
"fnta",0.801561538461539
"focad",0.961130908191042
"folr2",0.853274158285964
"fopnl",1
"fos",1
"fosl2",0.637252263906856
"foxa1",0.936973145440043
"foxa2",0.980675946063506
"foxa3",1
"foxj2",0.940616671021688
"foxj3",1
"foxk1",1
"foxk2",0.966955401860243
"foxn2",0.993963155786944
"foxn3",1
"foxo1",0.921353828954723
"foxo3",0.801561538461539
"foxo4",0.690086092715232
"foxp1",1
"foxp2",0.885327102803738
"foxp4",1
"foxq1",1
"foxred1",0.609374269005848
"fpgs",0.695641468682505
"fpgt",0.813085243974133
"fra10ac1",0.966955401860243
"fras1",1
"frat2",0.848974851394604
"frg1",0.871573152337858
"frk",0.950660922453117
"frmd4b",1
"frmd8",0.861181818181818
"frmd8os",0.735118165784832
"frrs1",1
"frs2",0.366359116022099
"fryl",0.921353828954723
"fst",1
"ftcd",1
"fth1",1
"ftl1",1
"fto",0.919022388059701
"ftsj1",1
"ftsj2",0.84421669793621
"ftsj3",0.887463449254791
"fubp1",0.861522340846184
"fubp3",1
"fuca1",1
"fuca2",0.801561538461539
"fuk",1
"fundc1",1
"fundc2",1
"fuom",1
"furin",0.998703875968992
"fus",0.893367097450227
"fuz",0.914556615017878
"fxn",1
"fxr1",0.966955401860243
"fxr2",1
"fxyd1",1
"fyb",1
"fyco1",0.928623767798467
"fyttd1",1
"fzd1",1
"fzd4",1
"fzd5",0.870491891891892
"fzd7",0.883134741442098
"fzd8",1
"fzr1",0.84224569789675
"g0s2",1
"g2e3",0.758446757405925
"g3bp1",1
"g3bp2",0.936973145440043
"g630090e17rik",0.233901234567901
"g6pc",0.722281524926686
"gaa",0.991896915584416
"gab1",0.899826400262037
"gabarap",1
"gabarapl1",0.784345467523198
"gabarapl2",1
"gabbr2",1
"gabpa",0.547176895306859
"gabpb1",0.859734453781513
"gabpb2",0.893741241762053
"gadd45a",1
"gadd45g",1
"gadd45gip1",1
"gak",0.968400468933177
"gale",0.825020217729394
"galk1",0.870491891891892
"galk2",1
"galm",1
"galns",1
"galnt1",0.899826400262037
"galnt11",1
"galnt4",0.797588681849551
"galnt7",1
"galt",0.801561538461539
"gamt",1
"gan",0.997936012485369
"ganab",0.683508455467869
"ganc",0.948767165720186
"gapdh",1
"gapvd1",1
"gar1",0.977939299955693
"garem",1
"gars",0
"gart",1
"gas1",1
"gas2",1
"gas2l1",0.741715744680851
"gas2l3",1
"gas6",0.885327102803738
"gata3",1
"gata4",1
"gata6",0.559170138888889
"gatad1",0.923294346978557
"gatad2a",1
"gatad2b",1
"gatb",0.739436253252385
"gatc",1
"gba",0.443700234192037
"gbas",1
"gbe1",1
"gbf1",0
"gbp7",1
"gc",0.588385093167702
"gca",0.768081081081081
"gcat",1
"gcc1",0.844389972144847
"gcc2",1
"gcdh",0.733393548387097
"gcfc2",1
"gcgr",0.602827272727273
"gch1",0.769025830258303
"gchfr",1
"gck",0
"gckr",0.988960953555281
"gclc",0.991896915584416
"gclm",1
"gcn1l1",0.730062030075188
"gcnt2",1
"gcnt4",1
"gcsh",0.966955401860243
"gda",0.824603041426324
"gdap10",0.769025830258303
"gdap2",0.5759584
"gde1",1
"gdf15",1
"gdi1",1
"gdi2",0.527324055666004
"gdpgp1",0.969433177570094
"gemin2",1
"gemin5",1
"gemin6",1
"gemin7",1
"get4",1
"gfer",1
"gfm1",0.917894400928344
"gfm2",0.910976262933658
"gfod2",1
"gfpt1",1
"gfra1",0.896478507164279
"gga1",0.972143671607754
"gga2",1
"gga3",1
"ggact",1
"ggct",1
"ggcx",0.966955401860243
"ggh",0.988960953555281
"ggnbp1",1
"ggnbp2",0.861522340846184
"ggps1",1
"ggt6",1
"ghdc",1
"ghitm",1
"ghr",0.390639175257732
"gid4",1
"gid8",1
"gigyf1",0.87529955290611
"gigyf2",1
"gimap9",1
"gimd1",1
"gin1",1
"ginm1",0.105843575418994
"gins1",1
"gins4",1
"gipc1",1
"git1",0.769025830258303
"git2",0.949237218813906
"gjb1",0.690086092715232
"gjb2",0.977939299955693
"gk",0.966955401860243
"gkap1",1
"glb1",1
"glce",1
"gldc",1
"gle1",0.79109271054494
"glg1",0.825020217729394
"glmn",0.79109271054494
"glmp",1
"glo1",1
"glod4",0.816548827059465
"glrx",1
"glrx2",1
"glrx3",1
"glrx5",0.623736625514403
"gls2",1
"glt1d1",0.735118165784832
"glt28d2",0.614609308885755
"glt8d1",0.690086092715232
"gltpd2",0.716366169154229
"gltscr1l",0.940616671021688
"gltscr2",1
"glud1",0.816168868466399
"glul",0
"glyat",1
"glyctk",0.797588681849551
"glyr1",1
"gm10020",0.798927710843373
"gm10036",1
"gm10053",1
"gm10073",0.851600356030263
"gm10076",1
"gm10094",1
"gm10116",1
"gm10126",1
"gm10146",1
"gm10250",1
"gm10260",1
"gm10263",0.998127138413686
"gm10269",1
"gm10273",1
"gm10311",1
"gm10320",1
"gm10709",1
"gm10762",1
"gm11128",0.588385093167702
"gm11273",1
"gm11773",1
"gm11789",1
"gm11808",0.912785305630834
"gm11837",0.889766242937853
"gm11967",0.98193247311828
"gm12354",1
"gm12744",1
"gm12909",0
"gm12942",1
"gm13021",0.769025830258303
"gm13203",1
"gm13251",1
"gm13522",1
"gm13822",1
"gm14295",1
"gm14296",0.851600356030263
"gm14325",0.988452712533777
"gm14403",0.947791083462934
"gm14418",1
"gm14698",0.898599668325041
"gm15013",0.975631661794468
"gm15343",1
"gm15417",0.798927710843373
"gm15638",0.896478507164279
"gm15800",0.853274158285964
"gm15883",1
"gm16035",0.861522340846184
"gm16062",1
"gm16124",0.821561078794289
"gm16157",1
"gm16174",0.623736625514403
"gm16230",1
"gm16286",0.859734453781513
"gm16536",0.919241748942172
"gm16548",0.998703875968992
"gm16573",1
"gm16586",0.996369315935152
"gm16740",0.966955401860243
"gm16973",0.939594332196274
"gm17088",0.968400468933177
"gm17196",1
"gm17430",1
"gm17491",0.769025830258303
"gm17541",1
"gm17586",0.892673699015471
"gm17634",1
"gm18025",1
"gm19426",0.966955401860243
"gm19705",1
"gm2000",0.901900289482149
"gm20342",1
"gm20594",0.532191011235955
"gm20604",1
"gm20939",1
"gm21092",1
"gm21286",1
"gm21967",1
"gm26526",1
"gm26588",1
"gm26601",1
"gm26619",1
"gm26782",1
"gm26808",0.971701471941122
"gm26825",0.817078167115903
"gm26853",1
"gm26881",1
"gm26917",1
"gm27216",0.816548827059465
"gm2788",0.968400468933177
"gm28557",1
"gm29107",0.96672705078125
"gm2a",0.919022388059701
"gm30304",0.899826400262037
"gm35986",1
"gm37336",0.916561651917404
"gm37494",0.983742274542779
"gm3839",1
"gm42418",0
"gm42595",1
"gm4285",0.893741241762053
"gm43449",0.885327102803738
"gm43573",1
"gm44096",1
"gm44421",0.979751691032075
"gm4707",1
"gm4788",0.728692307692308
"gm4799",1
"gm4890",0.979751691032075
"gm4944",0.816548827059465
"gm4950",1
"gm4951",0.940616671021688
"gm4952",0.936973145440043
"gm5093",0.861522340846184
"gm5096",1
"gm5113",1
"gm5218",0.79109271054494
"gm5239",0.923294346978557
"gm5424",1
"gm5426",1
"gm5449",0.735118165784832
"gm5524",0.949237218813906
"gm561",1
"gm5616",0.858971770744226
"gm5617",1
"gm5786",1
"gm6133",1
"gm6483",1
"gm6525",0.924451344607707
"gm6563",1
"gm6576",1
"gm6710",1
"gm7160",0.96672705078125
"gm7676",1
"gm7694",0.917894400928344
"gm7808",1
"gm8186",1
"gm8444",1
"gm8730",1
"gm8797",1
"gm8883",1
"gm8973",1
"gm9493",1
"gm9774",1
"gm9797",1
"gm9803",1
"gm9843",1
"gmcl1",0.848974851394604
"gmds",0.824603041426324
"gmeb1",0.916561651917404
"gmeb2",0.873120269763957
"gmfb",0.896478507164279
"gmfg",1
"gmnn",1
"gmppa",1
"gmppb",0.940616671021688
"gmpr2",1
"gmps",0.527324055666004
"gna11",0.848974851394604
"gna12",0.464155902004454
"gna13",1
"gnai2",0.801561538461539
"gnai3",0.769025830258303
"gnaq",0.829064147190453
"gnas",1
"gnat2",1
"gnb1",0.87529955290611
"gnb2",1
"gnb2l1",0.797588681849551
"gne",0.336319526627219
"gng11",0.858971770744226
"gng12",1
"gng5",1
"gnl1",0.917894400928344
"gnl2",0.769025830258303
"gnl3",1
"gnl3l",0.929738276990185
"gnmt",1
"gnpat",1
"gnpda1",1
"gnpnat1",1
"gnptab",1
"gnptg",0.996369315935152
"gns",0.912785305630834
"golga1",1
"golga2",0.969433177570094
"golga3",1
"golga4",1
"golga5",0.957012253063266
"golga7",1
"golgb1",1
"golim4",0.871573152337858
"golph3",0.336319526627219
"golph3l",1
"golt1a",0.869894163424124
"golt1b",1
"gon4l",0.861522340846184
"gopc",0.859734453781513
"gorab",1
"gorasp1",0.769025830258303
"gorasp2",1
"gosr1",1
"gosr2",1
"got1",0.910753827311696
"got2",0.735118165784832
"gpaa1",0.559170138888889
"gpalpp1",0.916561651917404
"gpam",0.878105302187616
"gpank1",1
"gpat4",0.413868932038835
"gpatch1",1
"gpatch11",0.928623767798467
"gpatch2",1
"gpatch2l",0.977939299955693
"gpatch4",1
"gpatch8",1
"gpbp1",0.703191940615058
"gpbp1l1",1
"gpc1",0.656544554455446
"gpc4",1
"gpcpd1",1
"gpd1",0.532191011235955
"gpd1l",0.997936012485369
"gpd2",0.988960953555281
"gphn",1
"gpi1",0.993963155786944
"gpkow",0.832688395061728
"gpld1",0.799831134564644
"gpn1",0.988960953555281
"gpn2",0.919241748942172
"gpn3",0.861522340846184
"gpr107",0.715308163265306
"gpr108",0.728692307692308
"gpr137",0.93402963362069
"gpr146",0.896006854009596
"gpr155",0.883134741442098
"gpr180",1
"gpr19",1
"gpr39",0.303621794871795
"gpr89",0.939594332196274
"gprasp1",1
"gprc5c",0.916561651917404
"gprin3",1
"gps1",0.903615287428932
"gps2",0.867585909980431
"gpsm2",0.752198511166253
"gpt",0.233901234567901
"gpt2",1
"gpx1",1
"gpx4",1
"gpx7",0.602827272727273
"gramd1c",0.810152718387294
"gramd3",1
"gramd4",1
"grb10",0.966955401860243
"grb14",1
"grb2",1
"grb7",0.896478507164279
"grcc10",1
"grem2",0.861181818181818
"grhpr",1
"gria3",1
"grina",1
"gripap1",0.98193247311828
"grk5",1
"grk6",0.859734453781513
"grn",0.614609308885755
"grpel1",1
"grpel2",1
"grsf1",1
"grtp1",1
"grwd1",1
"gsap",0.973779981965735
"gsdmd",0.861522340846184
"gse1",0.947791083462934
"gsk3a",0.669469964664311
"gsk3b",0.968400468933177
"gskip",1
"gspt1",1
"gsr",0.917894400928344
"gss",1
"gsta1",0.950660922453117
"gsta2",1
"gsta3",1
"gsta4",1
"gstcd",0.988960953555281
"gstk1",1
"gstm1",1
"gstm2",0.177065420560748
"gstm3",0.715308163265306
"gstm4",1
"gstm5",0.816168868466399
"gstm6",0.950660922453117
"gstm7",1
"gsto1",1
"gstp1",1
"gstp2",1
"gstt1",1
"gstt2",1
"gstt3",0.96672705078125
"gstz1",0.177065420560748
"gt(rosa)26sor",1
"gtdc1",1
"gtf2a1",1
"gtf2a2",1
"gtf2b",1
"gtf2e1",1
"gtf2e2",1
"gtf2f1",1
"gtf2f2",0.998127138413686
"gtf2h1",1
"gtf2h2",1
"gtf2h3",0.769025830258303
"gtf2h4",0
"gtf2h5",1
"gtf2i",0.484759061833689
"gtf2ird1",1
"gtf3a",1
"gtf3c1",0.827084263959391
"gtf3c2",1
"gtf3c3",0.769025830258303
"gtf3c4",0.67586421173763
"gtf3c5",0.993963155786944
"gtf3c6",1
"gtpbp1",0.896478507164279
"gtpbp10",1
"gtpbp2",1
"gtpbp3",1
"gtpbp4",1
"gtpbp6",1
"gtpbp8",0.918328909405655
"guca1a",1
"gucd1",0.817078167115903
"guf1",1
"guk1",1
"gulo",0
"gusb",1
"gxylt1",0.896478507164279
"gyg",1
"gypc",0.916561651917404
"gys2",1
"gzf1",1
"h13",0.79109271054494
"h1f0",1
"h2-aa",0.871573152337858
"h2-d1",1
"h2-k1",1
"h2-ke6",0.739436253252385
"h2-q1",0.271627240143369
"h2-q10",1
"h2-q4",1
"h2-q6",0.669469964664311
"h2-q7",1
"h2-t22",0.861181818181818
"h2-t23",0.848974851394604
"h2afj",1
"h2afv",1
"h2afx",0.972143671607754
"h2afy",0.919022388059701
"h2afz",1
"h3f3a",1
"h3f3b",1
"h6pd",0.730062030075188
"haao",1
"habp2",0.769025830258303
"habp4",0.903615287428932
"hacd1",1
"hacd2",1
"hacd3",0.991896915584416
"hace1",1
"hacl1",0.769025830258303
"hadh",1
"hadha",0.695641468682505
"hadhb",0.547176895306859
"hagh",1
"haghl",1
"hal",1
"hamp",1
"hamp2",1
"hao1",1
"hapln4",1
"harbi1",1
"hars",0.983524460585345
"hars2",0.923294346978557
"hat1",0.799831134564644
"haus2",1
"haus3",0.929738276990185
"haus4",0.955859939759036
"haus6",0.914556615017878
"haus7",1
"hax1",0.683508455467869
"hbp1",0.303621794871795
"hbs1l",0.716366169154229
"hc",0.896006854009596
"hccs",0.484759061833689
"hcfc1",0.935417667467307
"hcfc1r1",0.898599668325041
"hcfc2",1
"hcn3",0.873120269763957
"hdac1",0.859734453781513
"hdac10",1
"hdac11",0.979175280404662
"hdac2",0.882987889908257
"hdac3",0.939594332196274
"hdac4",0
"hdac5",0.5759584
"hdac6",0.917894400928344
"hddc2",0.988452712533777
"hdgf",0.871573152337858
"hdgfrp2",0.966955401860243
"hdhd2",1
"hdhd3",1
"hdlbp",0.81100594530321
"heatr1",1
"heatr3",1
"heatr5a",0.871414334994251
"heatr6",0.935417667467307
"hebp1",1
"heca",0.893367097450227
"hectd1",1
"hectd2",0.892673699015471
"hectd3",0.816548827059465
"helb",0.861522340846184
"hells",0.827084263959391
"helz",0.858992372881356
"helz2",0.896478507164279
"hemk1",0.484759061833689
"herc1",0.983742274542779
"herc2",1
"herc3",1
"herc4",0.663567632850242
"herc6",0.816548827059465
"herpud1",1
"herpud2",1
"hes1",0.981022653721683
"hes6",0.939594332196274
"hexa",0.609374269005848
"hexb",1
"hexdc",0.971701471941122
"hexim1",0.991896915584416
"hfe",1
"hfe2",0.507830927835052
"hgd",0.925342715231788
"hgfac",0.105843575418994
"hgh1",1
"hgs",0.715308163265306
"hgsnat",0.5759584
"hhex",0.303621794871795
"hiat1",0.801561538461539
"hiatl1",0.871573152337858
"hibadh",0.988960953555281
"hibch",1
"hif1a",0.716366169154229
"hif1an",0.754146222583266
"higd1a",1
"higd2a",1
"hilpda",0.903615287428932
"hinfp",0.532191011235955
"hint1",1
"hint2",1
"hint3",1
"hip1r",0.96672705078125
"hipk1",1
"hipk2",1
"hipk3",0.588385093167702
"hira",0
"hist1h1c",0.997936012485369
"hist1h1e",0.983524460585345
"hist1h2bc",1
"hist1h4h",1
"hist1h4i",1
"hist2h2aa2",1
"hist2h3c1",1
"hist2h3c2",0.853274158285964
"hist3h2a",1
"hivep1",0.973779981965735
"hivep2",1
"hjurp",0.993963155786944
"hlcs",1
"hlf",1
"hltf",1
"hmbox1",1
"hmbs",1
"hmces",1
"hmg20a",1
"hmg20b",1
"hmgb1",1
"hmgb2",0.988960953555281
"hmgb3",0.715308163265306
"hmgcl",1
"hmgcr",0.752198511166253
"hmgcs1",0.820216996258685
